organic_law_desc;Ali Mubarak was a Muslim minister of education, the first Muslim to hold any power in government since the 15th Century, recently emancipated by loosening of restrictions on Muslims. Growing up surrounded by poverty, his aims were to uplift the impoverished people of the Nile through education and public works. He increased the availability of textbooks and established printing workshops aimed to translate books from Greek to Arabic, which had the unintended effect of creating a much more Bilingual state.;;;;;;;;;;;;;,
school_of_business_title;Rakoti School of Business and Commerce;;;;;;;;;;;;;,
school_of_business_desc;Scholí Epicheiríseon Emporíou (or SEE) was founded in the mid 19th century as part of an initiative to promote local business and connect to the global market without destroying Khaamic Industry. The many Egyptians who were trained here would go on to create large-multinational companies that also brought expertise back to Khemet.;;;;;;;;;;;;;,
claim_the_nile_title;Claim the Nile;;;;;;;;;;;;;,
claim_the_nile_desc;The southern border is unstable and potentially hostile, as the assertive Nubians are shifting more and more attention to their north. Only Khemet should rule the Nile, and with it comes the conquest of Sudan.;;;;;;;;;;;;;,
dual_provisions_title;Issue the Dual Provision;;;;;;;;;;;;;,
dual_provisions_desc;The dual provisions was law that extended the same Pharaonic rights seen in lower Egypt, to the people of the Nile that were recently integrated. In particular, Khartoum and Dongola would also be given local administrative powers to lessen the burden of administrating so far from the capital.;;;;;;;;;;;;;,
proothisi_title;Proóthisi!;;;;;;;;;;;;;,
proothisi_desc;The winds of revolution in Europe have spilled over into Khemet, and no longer is it accepted by the population for one man to wield the state's power. The protestors have taken up the slogan Proóthisi, shortened from Proóthisi tis Kyvérnisis (Advancement of the Government) which has made it clear to many in government that the king can no longer hold all the power.;;;;;;;;;;;;;,
law_on_property_title;Law on Property;;;;;;;;;;;;;,
law_on_property_desc;The 1850's saw increasing pressure from both the west and internally to abolish slavery in the country, to the point where a national petition signed by  400,000 people was presented to the government. After 1 week of deliberation, they announced both the abolishment of slavery and protection for those under 16 from manual labour, much to the annoyance of the gentry.;;;;;;;;;;;;;,
establish_the_egyptian_railways_title;Ethnikós Sidiródromos;;;;;;;;;;;;;,
establish_the_egyptian_railways_desc;Khemet has always been a keen implementer of western ideas, ever since the growth of Scottish and Hungarian industry. While she has been unable to secure any level of stability or even monetary independence in the past, the 19th century saw wonders for Khaamic industry and most importantly, infrastructure. The development of a national railway began in the 1850's, and by 1900, they had one of the hughest railways per km in the whole world. The first line opened in 1852, connecting the Capital, Rakoti, to Ti-Kash-Roomi.;;;;;;;;;;;;;,
egy_andeno_expedition_title;The Andeno Expedition;;;;;;;;;;;;;,
egy_andeno_expedition_desc;While Khemet has rapidly industrialised and, in many cases, surpassed existing industrial bases elsewhere, Khaamic industry suffers from high import costs and lack of local resources, hampering our ability to compete with western output. With this in mind we must seek natural resources elsewhere in the rich lands of India, before the rest of the continent is gobbled up. The chief of navy, Eleftherios Andeno has approached the king asking to take advantage of the weakened Maratha Confederation and to increase Khaamic influence in the area by purchasing one of the few unclaimed ports. The Port of Bombay in particular is large, well fortified and has access to the rich resources of the mainland, which suits our goals.;;;;;;;;;;;;;,
cop_andeno_TITLE;The Andeno Expedition;;;;;;;;;;;;;,
cop_andeno_DESC;"The waters were calm, the port was busy, boats floated in and out of the harbour. A simple day was not what it seemed for the seas soon turned to wrath. Mountains rose from the waters puffing dark clouds, polluting the blue skies. Soon their shadows would smother Bombay, and perhaps the world". A large fleet hailing from Khemet arrived in Bombay, demanding an audience with the king. The man who appears to lead the armada has presented an offer from the Nile. They ask to purchase the port of Bombay be transferred to the Khaamic conquerors and that they be granted discounted trading rights on raw materials like iron and coal. Should we refuse they may return with a larger fleet and more sinister intentions.;;;;;;;;;;;;;,
cop_andeno_success_TITLE;Success of the Andeno Expedition;;;;;;;;;;;;;,
cop_andeno_success_DESC;Andeno has returned with great news, the locals have submitted to Khaamic rule;;;;;;;;;;;;;,
cop_andeno_failure_TITLE;Failure of the Andeno Expedition;;;;;;;;;;;;;,
cop_andeno_failure_DESC;Andeno has returned with terrible news, the locals have refused Khaamic rule!;;;;;;;;;;;;;,
cop_royal_sea_lanes_title;The Royal Sea Lanes;;;;;;;;;;;;;,
cop_royal_sea_lanes_desc;Khaamic rulers tended to keep naval expenses low, thus whatever little funding the admiralty got went to coastal protection, spurring a sentiment in the admiralty that waters controlled by the navy is the property of the kingdom, and thus must lead to Rakoti. With the increasing globalisation of trade, Khemet must look across the mediterannean to protect its trade and ensure exports are efficient.;;;;;;;;;;;;;,
cop_desmevmenos_event_TITLE;Desmevménos;;;;;;;;;;;;;,
cop_desmevmenos_event_DESC;The 'Commitment' refers to a period in Khaamic naval history that denotes a lack of funding, and commitment to the ground forces against encroaching powers, like the ottomans. As a result, our naval ambitions must be severely scaled back until we can afford to reform the navy.;;;;;;;;;;;;;,
cop_sieze_the_levant_title;Sieze the Klemméni;;;;;;;;;;;;;,
cop_sieze_the_levant_desc;Those dastardly Venetians stole our promised lands all those years ago in a bloody and pointless crusade that only served to leech wealth from the Orient into the Adriatic. Their lands around the Sinai are of strategic value too as it gives them easy access to their lands beyond. While theyre wrapped up in a little war, we can sieze the opportunity and take back their lands for ourselves.;;;;;;;;;;;;;,
cop_siezing_the_levant_TITLE;Khemet siezes the Levant!;;;;;;;;;;;;;,
cop_siezing_the_levant_DESC;While we were distracted, the Copts have stolen our possessions in the levant!
cop_epektasi_neron_title;Epéktasi Nerón;;;;;;;;;;;;;,
cop_epektasi_neron_desc;Epéktasi refers to the policy khaamic rulers endeavoured as Coptic naval power grew, Khaamic kings saw strategic islands such as cyprus and rhodes as key players in the game of the eastern Mediterranean. Zealous as Khemet was about its royal waters, only mild success was seen in this theatre, with raids proving more and more that they may as well own all the islands themselves. Khemet also saught to expand its naval infrastructure, with bases and shipyards, eventually trade hubs that profited from Khaamic industrial strength, all over the Mediterranean.;;;;;;;;;;;;;,
